""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"OTU"	"row2"	"names"	"gs"	"abundance"	"sig"	"pch"
"488"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Ellin329.f__.g__.s__"	1.03777061997286	-2.93744848361324	2.98143819946188	-0.985245471176769	0.324503510092752	0.418072006867962	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Ellin329"	"f__"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Ellin329.f__.g__.s__"	"417101"	"g__.s__"	0.000575747740102292	0.378748910827431	19
"489"	"k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__C111.g__.s__"	1.04442667372812	-2.93992333641843	2.98141583256021	-0.986082955725721	0.324092406805461	0.418072006867962	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__C111"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__C111.g__.s__"	"1015820"	"g__.s__"	9.99628782451953e-05	0.378748910827431	19
"490"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	13.7392895861512	2.85267688955103	2.90634551778199	0.98153398214266	0.326329485116937	0.419566480864633	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Corynebacteriaceae"	"g__Corynebacterium"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	"441265"	"g__Corynebacterium.s__"	0.000670627525543007	0.377199214846922	19
"491"	"k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Stramenopiles.f__.g__.s__"	1.01217239560077	-2.9090182312156	2.98169788606626	-0.97562474213424	0.329250458849247	0.42245985554995	"k__Bacteria"	"p__Cyanobacteria"	"c__Chloroplast"	"o__Stramenopiles"	"f__"	"g__"	"s__"	"k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Stramenopiles.f__.g__.s__"	"816408"	"g__.s__"	0.000399492926339779	0.374214553794693	19
"492"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__"	1.00476836452357	-2.89566428994146	2.98182162292182	-0.971105805820825	0.331495592970464	0.423615057954143	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Ruminococcaceae"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__"	"367213"	"g__.s__"	0.000396042377497896	0.373028610721865	19
"493"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__"	1.00476836452357	-2.89566428994146	2.98182162292182	-0.971105805820825	0.331495592970464	0.423615057954143	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__Coprococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__"	"514272"	"g__Coprococcus.s__"	0.000507399347287786	0.373028610721865	19
"494"	"k__Bacteria.p__Acidobacteria.c__[Chloracidobacteria].o__RB41.f__Ellin6075.g__.s__"	0.992707541839213	-2.88127535629689	2.98195622502142	-0.96623663758719	0.333925783708136	0.42585676869661	"k__Bacteria"	"p__Acidobacteria"	"c__[Chloracidobacteria]"	"o__RB41"	"f__Ellin6075"	"g__"	"s__"	"k__Bacteria.p__Acidobacteria.c__[Chloracidobacteria].o__RB41.f__Ellin6075.g__.s__"	"687206"	"g__.s__"	0.000538056082593557	0.370736445555421	19
"495"	"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia.s__moorei"	25.3943495826328	2.16037873561728	2.24056021263859	0.96421364774353	0.334938823378151	0.426285775208556	"k__Bacteria"	"p__Firmicutes"	"c__Erysipelotrichi"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Bulleidia"	"s__moorei"	"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia.s__moorei"	"851938"	"g__Bulleidia.s__moorei"	0.000844986361670648	0.370299159146211	19
"496"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Haliangiaceae.g__.s__"	0.548733767366714	2.87192407013076	2.99116996252593	0.960134029864865	0.336987763559347	0.428028812585461	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__Haliangiaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Haliangiaceae.g__.s__"	"313833"	"g__.s__"	0.000306336665272986	0.368526995646391	19
"497"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	0.56913153924191	-2.04142017965651	2.12953260406381	-0.958623585175847	0.337748406594268	0.428131783006819	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	"1051459"	"g__.s__"	4.73752003054505e-05	0.36842253046488	19
"498"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Sinobacteraceae.g__.s__"	0.971216505692664	-2.84601221624541	2.98229176907547	-0.95430374913575	0.339929910830974	0.428576370520139	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Sinobacteraceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Sinobacteraceae.g__.s__"	"559352"	"g__.s__"	0.000126580325207555	0.367971777381007	19
"499"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	0.626182189911689	2.59073786312157	2.715974959755	0.953888714554007	0.340139976603285	0.428576370520139	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Corynebacteriaceae"	"g__Corynebacterium"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	"1088305"	"g__Corynebacterium.s__"	4.24736724060132e-05	0.367971777381007	19
"500"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis"	3.00203300601356	1.56474558990835	1.63943932040609	0.954439466244331	0.339861236966305	0.428576370520139	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__infantis"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis"	"996434"	"g__Streptococcus.s__infantis"	0.000116746092022173	0.367971777381007	19
"501"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__.s__"	0.565545802516795	2.84264540157664	2.99163565281918	0.950197728422529	0.342011792660284	0.430074709333291	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Moraxellaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__.s__"	"80664"	"g__.s__"	2.88225453977578e-05	0.366456095506675	19
"502"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia.s__"	0.954040485973026	-2.814987868803	2.98259376537067	-0.943805321893428	0.345269140549773	0.433305893518639	"k__Bacteria"	"p__Actinobacteria"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Slackia"	"s__"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia.s__"	"367139"	"g__Slackia.s__"	0.000186414879518436	0.363205403960738	19
"503"	"k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Stramenopiles.f__.g__.s__"	0.92256590245676	-2.75524184896591	2.98319375715226	-0.92358796419447	0.35570088262529	0.445510051797083	"k__Bacteria"	"p__Cyanobacteria"	"c__Chloroplast"	"o__Stramenopiles"	"f__"	"g__"	"s__"	"k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Stramenopiles.f__.g__.s__"	"361839"	"g__.s__"	0.00119429300084897	0.351142492770185	19
"504"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	0.728494901221199	-2.42514397543364	2.64945877304586	-0.915335614996437	0.360015467559452	0.450019334449315	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Methylobacteriaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	"1084950"	"g__.s__"	8.01987728119342e-05	0.346768826970731	19
"505"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__.s__"	0.887934833765015	-2.71880269596624	2.98357194058957	-0.911257630150855	0.362159645271834	0.451803121824268	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__.s__"	"546146"	"g__.s__"	0.000275200618710504	0.345050772560479	19
"506"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	0.657736694300069	2.09028782727206	2.30132809099417	0.908296316136765	0.363721688314988	0.452855066479136	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"4334830"	"g__Streptococcus.s__"	3.06910049591758e-05	0.344040769068129	19
"507"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae.g__Pseudomonas.s__carboxydohydrogena"	0.8399969851237	-2.63458582766723	2.90636869536892	-0.906487133537202	0.364678071995438	0.45315026697658	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Bradyrhizobiaceae"	"g__Pseudomonas"	"s__carboxydohydrogena"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae.g__Pseudomonas.s__carboxydohydrogena"	"709971"	"g__Pseudomonas.s__carboxydohydrogena"	9.22973995778357e-05	0.343757759803397	19
"508"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	0.842086098358311	-1.88558343116072	2.1498873499888	-0.877061503325064	0.380453232978867	0.470286735326457	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	"1039594"	"g__.s__"	8.57243315677006e-05	0.327637270575132	19
"509"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__.s__"	1.31447310038253	-2.61304714965362	2.97803240664973	-0.877440804142653	0.380247258255982	0.470286735326457	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__.s__"	"822419"	"g__.s__"	0.000554422385133057	0.327637270575132	19
"510"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__.s__"	0.825406794966421	-2.61294477268233	2.98472568939508	-0.875438832441551	0.381335178430325	0.470286735326457	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Caulobacterales"	"f__Caulobacteraceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__.s__"	"310003"	"g__.s__"	0.000184524855962209	0.327637270575132	19
"511"	"k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__.g__.s__"	1.81384418118484	-2.58749306361378	2.96513575245092	-0.872638988442607	0.382859882384395	0.470286735326457	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__.g__.s__"	"510547"	"g__.s__"	0.000819995823787464	0.327637270575132	19
"512"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Agromyces.s__"	0.817523857985234	-2.60419345328091	2.9848248663666	-0.872477806864084	0.382947770194401	0.470286735326457	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Agromyces"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Agromyces.s__"	"237898"	"g__Agromyces.s__"	0.000304858938500768	0.327637270575132	19
"513"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__ACK-M1.g__.s__"	1.06000997796093	-2.60312473202989	2.98156294626318	-0.873073880694825	0.382622809464628	0.470286735326457	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__ACK-M1"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__ACK-M1.g__.s__"	"830978"	"g__.s__"	0.000375768122407361	0.327637270575132	19
"514"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__"	1.16839010513716	2.56836970016279	2.94873232774879	0.871008085743615	0.383749738181987	0.470354737460412	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__"	"555688"	"g__Clostridium.s__"	0.000432574674577189	0.327574477359141	19
"515"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Variovorax.s__paradoxus"	0.587644904790921	-2.13568738020482	2.46528187670925	-0.866305553284486	0.386322621724365	0.471672968384399	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Variovorax"	"s__paradoxus"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Variovorax.s__paradoxus"	"819037"	"g__Variovorax.s__paradoxus"	7.58437170301068e-05	0.326359012492664	19
"516"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	0.831217483217729	-2.58816574076705	2.98500805311448	-0.867054860393633	0.385911951599588	0.471672968384399	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	"146122"	"g__.s__"	0.000196368329259519	0.326359012492664	19
"517"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__"	0.810587035583424	2.54358661613899	2.940881636951	0.864906150652189	0.387090301444233	0.471696112011348	"k__Bacteria"	"p__Bacteroidetes"	"c__Flavobacteriia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Capnocytophaga"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__"	"4338511"	"g__Capnocytophaga.s__"	0.000245264913869867	0.326337703442609	19
"518"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__.s__"	127.387401101528	1.57082980393176	1.81980856340271	0.863184092833692	0.388036258233428	0.471935989743358	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Neisseriales"	"f__Neisseriaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__.s__"	"1084952"	"g__.s__"	0.0048549855861594	0.326116902184589	19
"519"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__"	0.801395271506695	-2.54757412358644	2.98548108041689	-0.853321141539672	0.393481239119253	0.477636186214122	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__"	"147648"	"g__.s__"	0.000333305084851588	0.32090277803072	19
"520"	"k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Planctomycetales.f__Planctomycetaceae.g__Planctomyces.s__"	1.8024271969939	-2.50493601295275	2.96351219704818	-0.845259221624869	0.397966123505482	0.482151265016258	"k__Bacteria"	"p__Planctomycetes"	"c__Planctomycetia"	"o__Planctomycetales"	"f__Planctomycetaceae"	"g__Planctomyces"	"s__"	"k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Planctomycetales.f__Planctomycetaceae.g__Planctomyces.s__"	"252045"	"g__Planctomyces.s__"	0.00042564284920338	0.316816689446238	19
"521"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__.g__.s__"	0.770915317694123	-2.51084736159695	2.98592054014448	-0.840895572350179	0.400406439083322	0.48417669217369	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__.g__.s__"	"48487"	"g__.s__"	0.00060861577302574	0.314996120933094	19
"522"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.s__"	0.837611302160769	-2.24657374361158	2.69723613175145	-0.832916969028133	0.404891558736167	0.488662226060892	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__Sphingomonas"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.s__"	"590099"	"g__Sphingomonas.s__"	9.26891995747888e-05	0.310991230948005	19
"523"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Haliangiaceae.g__.s__"	0.767277676816365	-2.47084665688865	2.98641190454484	-0.827362981351775	0.408031355988778	0.491510046410956	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__Haliangiaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Haliangiaceae.g__.s__"	"114341"	"g__.s__"	0.000317710394532886	0.308467600809973	19
"524"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Cryomorphaceae.g__Fluviicola.s__"	0.750870215436072	-2.46459487326289	2.9864899227009	-0.825248012567871	0.409230800154297	0.492014129956502	"k__Bacteria"	"p__Bacteroidetes"	"c__Flavobacteriia"	"o__Flavobacteriales"	"f__Cryomorphaceae"	"g__Fluviicola"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Cryomorphaceae.g__Fluviicola.s__"	"351352"	"g__Fluviicola.s__"	6.38072744871547e-05	0.308022424724467	19
"525"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__johnsonii"	23.2885543981497	-1.53789164802837	1.88876649987276	-0.814230688723022	0.415512807784763	0.495847232881889	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Moraxellaceae"	"g__Acinetobacter"	"s__johnsonii"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__johnsonii"	"988314"	"g__Acinetobacter.s__johnsonii"	0.00200852444594947	0.304652106041501	19
"526"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__.g__.s__"	0.72999574850753	-2.43711309993139	2.98683686015909	-0.815951193196932	0.414528050882941	0.495847232881889	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__.g__.s__"	"384499"	"g__.s__"	0.00021558951461359	0.304652106041501	19
"527"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__"	2.07069775226653	-2.22890353282657	2.742380029105	-0.812762457854535	0.416354263800825	0.495847232881889	"k__Bacteria"	"p__Bacteroidetes"	"c__Flavobacteriia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__"	"552287"	"g__Flavobacterium.s__"	0.000217410646128414	0.304652106041501	19
"528"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	7.73075952772845	2.03689910207856	2.49573880765469	0.816150750964474	0.414413920351237	0.495847232881889	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	"12297"	"g__.s__"	0.00777287157247366	0.304652106041501	19
"529"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	2.88322542852717	-2.09447000868951	2.57373112671008	-0.813787418177908	0.415766744115701	0.495847232881889	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	"363400"	"g__.s__"	0.000787705078135754	0.304652106041501	19
"530"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella.s__"	0.737472070018264	-2.41525981235539	2.98711743242084	-0.808558708185099	0.418769024058352	0.496844604814994	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Legionellales"	"f__Legionellaceae"	"g__Legionella"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella.s__"	"897411"	"g__Legionella.s__"	3.81872511861915e-05	0.30377942177786	19
"531"	"k__Bacteria.p__Armatimonadetes.c__SJA-176.o__RB046.f__.g__.s__"	0.737472070018264	-2.41525981235539	2.98711743242084	-0.808558708185099	0.418769024058352	0.496844604814994	"k__Bacteria"	"p__Armatimonadetes"	"c__SJA-176"	"o__RB046"	"f__"	"g__"	"s__"	"k__Bacteria.p__Armatimonadetes.c__SJA-176.o__RB046.f__.g__.s__"	"1021333"	"g__.s__"	3.81872511861915e-05	0.30377942177786	19
"532"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__SC-I-84.f__.g__.s__"	0.71161413940996	-2.39608491923735	2.9873670926667	-0.802072475498305	0.422511035601097	0.500342015843404	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__SC-I-84"	"f__"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__SC-I-84.f__.g__.s__"	"832619"	"g__.s__"	0.000172483467986376	0.300733026033697	19
"533"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__"	1.99275669849611	2.34541082100283	2.93779064023691	0.798358735601965	0.424662342161711	0.501946107996019	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Ruminococcaceae"	"g__Ruminococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__"	"363646"	"g__Ruminococcus.s__"	0.000435682348850366	0.299342908863655	19
"534"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Limnohabitans.s__"	13.0150273232139	-1.59764101004148	2.0114233558053	-0.794283811724881	0.427030226032628	0.503799704869954	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Limnohabitans"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Limnohabitans.s__"	"1108275"	"g__Limnohabitans.s__"	0.00119931844773887	0.297742091251141	19
"535"	"k__Bacteria.p__OD1.c__ZB2.o__.f__.g__.s__"	0.700783010966903	-2.36592867364467	2.98776641023716	-0.791872037097062	0.428435293185036	0.504512588236584	"k__Bacteria"	"p__OD1"	"c__ZB2"	"o__"	"f__"	"g__"	"s__"	"k__Bacteria.p__OD1.c__ZB2.o__.f__.g__.s__"	"650048"	"g__.s__"	0.00012380306590878	0.297127993087169	19
"536"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	3.93608397895154	1.73298855452929	2.21493517476586	0.782410507663045	0.433973360505991	0.510080628952937	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Corynebacteriaceae"	"g__Corynebacterium"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__"	"984831"	"g__Corynebacterium.s__"	0.00193044777956394	0.292361169114547	19
