Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K02054|unclassified	0	0	0	0	0	0	0	0	7.712	0	0	0	0	0	0	0	0	0	0	5.585	0	0	0	0	0	17.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02055	0	0	2.122	0	5.307	0	12.668	0	47.664	10.536	84.697	0	4.246	59.089	5.308	0	94.297	0	0	21.228	0	0	0	0	0	0	0	47.761	0	36.01	0	0	0	11.675	0	0	26.291	0	0	0
K02055|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	2.122	0	5.307	0	12.668	0	42.309	10.536	84.697	0	4.246	59.089	5.308	0	94.297	0	0	21.228	0	0	0	0	0	0	0	47.761	0	36.01	0	0	0	11.675	0	0	26.291	0	0	0
K02055|unclassified	0	0	0	0	0	0	0	0	5.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02056	1.442	0	34.023	0	215.57	0	127.209	0	275.021	38.899	186.79	0	27.063	149.261	71.674	0	1387.445	0	0	462.155	0	55.219	0	64.193	0	56.318	0	661.757	0	128.16	0	36.349	0	237.078	0	0	827.864	23.801	38.284	0
K02056|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	66.453	0	13.042	0	125.845	2.174	28.948	0	4.347	8.675	8.693	0	23.184	0	0	88.201	0	16.663	0	0	0	15.201	0	133.8	0	24.635	0	13.647	0	12.225	0	0	341.365	0.724	8.672	0
K02056|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	5.774	0	0	24.109	0	0	14.651	0	0	0	0	0	0	0	1.465	0	3.663	0	0	0	0	0	0	0	0	0	0
K02056|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	2.884	0	0	0	0	0	0	0	1.413	0	16.593	0	0	10.82	0	0	0	0	0	0	0	0	0	1.443	0	0	0	0	0	0	2.807	0	0	0
K02056|g__Streptococcus.s__Streptococcus_infantis	0	0	0.722	0	6.49	0	8.625	0	10.798	2.163	10.822	0	6.492	10.026	3.607	0	111.486	0	0	37.475	0	1.443	0	1.443	0	0	0	87.908	0	10.821	0	0	0	18.008	0	0	35.174	0.722	0	0
K02056|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	9.553	0	30.098	0	37.587	0	35.362	8.773	68.424	0	14.799	56.476	21.631	0	825.488	0	0	89.177	0	32.785	0	10.286	0	0	0	75.886	0	9.564	0	8.276	0	145.186	0	0	113.927	14.419	5.424	0
K02056|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02056|g__Streptococcus.s__Streptococcus_parasanguinis	1.442	0	16.58	0	23.617	0	44.613	0	51.177	24.34	78.596	0	1.425	42.254	12.264	0	173.467	0	0	150.751	0	4.328	0	49.612	0	41.117	0	250.714	0	51.013	0	14.426	0	38.701	0	0	149.349	5.05	9.313	0
K02056|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	5.797	1.449	0	0	0	0	0.724	0	26.014	0	0	10.136	0	0	0	0	0	0	0	42.021	0	0	0	0	0	0	0	0	0	0	0	0
K02056|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	13.707	0	0	0	0	0	0	6.479	13.709	0	62.752	0	0	9.226	0	0	0	2.852	0	0	0	7.184	0	7.951	0	0	0	0	0	0	3.606	0	0	0
K02056|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	3.606	0	0	0	0	0	0	0	0	0	2.885	0	26.652	0	0	7.214	0	0	0	0	0	0	0	5.752	0	0	0	0	0	0	0	0	36.537	2.886	0	0
K02056|unclassified	0	0	7.169	0	85.305	0	6.75	0	46.042	0	0	0	0	19.578	6.749	0	96.968	0	0	44.503	0	0	0	0	0	0	0	57.028	0	19.07	0	0	0	22.958	0	0	145.101	0	14.876	0
K02057	0	0	63.369	0	509.423	0	296.607	0	531.486	81.72	405.175	0	24.478	247.296	155.816	0	3110.719	0	0	917.96	0	89.1	0	133.467	0	125.284	0	1570.889	0	210.527	0	54.72	0	509.254	0	0	1531.399	36.663	81.765	0
K02057|g__Atopobium.s__Atopobium_parvulum	0	0	2.767	0	129.268	0	30.01	0	199.576	4.389	29.922	0	0	9.905	11.809	0	23.361	0	0	182.48	0	30.301	0	0	0	18.532	0	225.853	0	25.526	0	17.167	0	9.198	0	0	542.456	2.24	12.233	0
K02057|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	16.826	0	0	0	0	0	0	3.63	4.115	0	59.798	0	0	16.704	0	0	0	0	0	0	0	3.507	0	9.473	0	0	0	0	0	0	1.238	0	0	0
K02057|g__Streptococcus.s__Streptococcus_infantis	0	0	1.61	0	48.565	0	63.929	0	57.945	2.189	57.732	0	5.918	70.745	15.149	0	417.585	0	0	114.257	0	4.957	0	18.85	0	0	0	381.878	0	22.024	0	0	0	8.103	0	0	54.624	8.638	0	0
K02057|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	41.368	0	87.652	0	62.046	0	59.026	15.479	101.967	0	12.792	85.832	45.639	0	1708.349	0	0	162.508	0	46.837	0	13.153	0	0	0	171.119	0	20.315	0	11.595	0	353.898	0	0	255.892	18.635	23.961	0
K02057|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.071	0	0	6.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02057|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	17.624	0	44.315	0	83.501	0	85.571	47.974	198.396	0	5.768	58.042	46.969	0	407.493	0	0	290.431	0	7.005	0	99.168	0	106.752	0	574.921	0	70.174	0	25.958	0	47.841	0	0	352.999	5.91	18.42	0
K02057|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	13.616	2.2	0	0	0	0	0	0	33.3	0	0	17.596	0	0	0	0	0	0	0	80.432	0	0	0	0	0	0	0	0	0	0	0	0
K02057|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	26.84	0	0	0	4.55	0	0	0	27.017	0	129.132	0	0	47.095	0	0	0	2.296	0	0	0	3.532	0	9.366	0	0	0	0	0	0	4.836	0	0	0
K02057|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	3.208	0	0	0	0	0	0	0	0	2.108	1.239	0	19.484	0	0	4.679	0	0	0	0	0	0	0	27.65	0	0	0	0	0	0	0	0	18.848	1.239	0	0
K02057|unclassified	0	0	0	0	196.415	0	13.455	0	115.753	9.488	12.608	0	0	17.035	3.88	0	305.147	0	0	76.017	0	0	0	0	0	0	0	101.996	0	53.649	0	0	0	90.215	0	0	300.505	0	27.151	0
K02062	0	0	0	0	0	0	12.496	0	49.731	12.115	82.701	0	4.167	59.652	2.083	0	68.715	0	0	12.5	0	0	0	0	0	0	0	47.848	0	52.07	0	0	0	20.832	0	0	43.649	0	0	0
K02062|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	12.496	0	49.731	12.115	82.701	0	4.167	59.652	2.083	0	68.715	0	0	12.5	0	0	0	0	0	0	0	47.848	0	52.07	0	0	0	10.417	0	0	43.649	0	0	0
K02062|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.415	0	0	0	0	0	0
K02063	0	0	5.498	0	12.37	0	8.246	0	57.014	4.81	53.588	0	2.062	52.468	5.498	0	52.837	0	0	15.086	0	2.724	0	0	0	0	0	42.56	0	44.627	0	0	0	20.555	0	0	34.217	1.375	0	0
K02063|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	5.498	0	12.37	0	8.246	0	57.014	4.81	53.588	0	2.062	52.468	5.498	0	52.837	0	0	15.086	0	2.724	0	0	0	0	0	42.56	0	44.627	0	0	0	20.555	0	0	34.217	1.375	0	0
K02064	0	0	0	0	15.163	0	11.777	0	65.756	3.534	42.39	0	2.356	63.299	4.711	0	88.314	0	0	22.201	0	3.532	0	0	0	0	0	44.526	0	57.677	0	0	0	25.964	0	0	55.196	0	0	0
K02064|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	15.163	0	11.777	0	65.756	3.534	42.39	0	2.356	63.299	4.711	0	88.314	0	0	22.201	0	3.532	0	0	0	0	0	44.526	0	57.677	0	0	0	15.301	0	0	55.196	0	0	0
K02064|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.663	0	0	0	0	0	0
K02065	8.138	0	32.324	0	799.123	0	128.192	0	685.461	49.269	243.077	0	1.618	93.726	70.032	0	276.937	0	0	333.254	0	74.008	0	4.387	0	109.709	0	970.139	0	160.214	0	51.944	0	256.544	0	0	1851.154	50.27	38.423	0
K02065|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	31.862	0	3.384	0	25.358	6.765	0	0	0	0	0	0	13.536	0	0	0	0	0	0	0	0	1.692	0	10.149	0	10.149	0	0	0	0	0	0	53.026	0	0	0
K02065|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	8.541	0	0	0	0	0	0	0	0	0	0	0	30.397	0	6.838	0	0	44.101	0	0	0	0	0	0	0	0	0	8.541	0	0	0	0	0	0	1.709	0	0	0
K02065|g__Prevotella.s__Prevotella_histicola	0	0	3.236	0	73.925	0	4.854	0	450.775	36.702	95.258	0	0	3.234	12.945	0	0	0	0	90.531	0	56.283	0	0	0	104.738	0	157.258	0	4.854	0	15.914	0	6.472	0	0	629.673	20.833	3.234	0
K02065|g__Prevotella.s__Prevotella_melaninogenica	4.854	0	9.698	0	300.181	0	43.367	0	6.472	0	12.945	0	1.618	36.834	12.811	0	48.523	0	0	17.664	0	6.465	0	0	0	0	0	101.895	0	19.41	0	0	0	53.883	0	0	381.132	1.618	0	0
K02065|g__Veillonella.s__Veillonella_dispar	1.642	0	4.926	0	134.601	0	39.273	0	39.398	1.642	53.999	0	0	12.93	4.856	0	42.679	0	0	75.509	0	11.26	0	0	0	3.279	0	459.662	0	60.529	0	0	0	27.674	0	0	155.003	1.642	29.344	0
K02065|g__Veillonella.s__Veillonella_parvula	1.642	0	0	0	63.979	0	26.27	0	18.06	0	24.385	0	0	9.841	0	0	32.663	0	0	48.707	0	0	0	3.284	0	0	0	26.069	0	3.284	0	0	0	3.098	0	0	122.124	1.639	4.813	0
K02065|unclassified	0	0	5.922	0	194.576	0	11.043	0	145.398	4.16	56.491	0	0	30.888	9.022	0	132.697	0	0	56.742	0	0	0	1.103	0	0	0	215.105	0	53.447	0	36.03	0	165.417	0	0	508.485	24.538	1.032	0
K02066	1.675	0	48.499	0	1256.682	0	123.425	0	608.451	61.879	164.8	0	28.268	180.614	34.269	0	258.551	0	0	249.924	0	46.784	0	0	0	119.283	0	537.832	0	169.981	0	43.74	0	251.342	0	0	1805.366	27.924	6.461	0
K02066|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	37.519	0	4.18	0	13.583	9.381	8.356	0	0	0	2.089	0	11.493	0	0	4.18	0	0	0	0	0	3.136	0	4.18	0	16.717	0	0	0	7.186	0	0	12.342	0	0	0
K02066|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	12.554	0	23.475	0	51.87	6.284	40.634	0	3.142	141.368	9.427	0	86.441	0	0	13.825	0	1.572	0	0	0	0	0	53.439	0	70.733	0	0	0	10.412	0	0	36.047	1.57	0	0
K02066|g__Prevotella.s__Prevotella_histicola	0	0	6.697	0	76.799	0	3.35	0	326.058	24.963	82.035	0	8.375	0	1.675	0	0	0	0	98.521	0	43.537	0	0	0	116.147	0	208.522	0	5.022	0	20.092	0	1.513	0	0	592.614	6.689	3.28	0
K02066|g__Prevotella.s__Prevotella_melaninogenica	1.675	0	31.719	0	980.732	0	73.347	0	102.147	8.372	20.092	0	16.75	13.392	8.166	0	78.688	0	0	90.005	0	1.675	0	0	0	0	0	162.193	0	36.818	0	3.35	0	76.432	0	0	893.575	10.047	0	0
K02066|unclassified	0	0	10.082	0	149.078	0	19.073	0	114.793	12.878	13.683	0	0	25.854	12.912	0	81.929	0	0	43.394	0	0	0	0	0	0	0	109.497	0	40.692	0	20.298	0	155.799	0	0	270.788	9.618	3.181	0
K02067	5.41	0	22.727	0	1036.353	0	113.008	0	74.715	3.602	131.025	0	3.604	37.909	37.101	0	164.956	0	0	181.398	0	14.412	0	4.504	0	5.405	0	603.591	0	110.314	0	24.399	0	189.342	0	0	897.618	10.824	38.449	0
K02067|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	5.29	0	0	0	0	0	0	0	0	0	0	0	25.984	0	0	0	0	21.752	0	0	0	0	0	0	0	0	0	6.857	0	0	0	0	0	0	2.743	0	0	0
K02067|g__Prevotella.s__Prevotella_melaninogenica	3.609	0	12.032	0	805.791	0	59.952	0	19.229	0	30.078	0	0	16.409	4.812	0	77	0	0	30.076	0	0	0	0	0	0	0	119.662	0	36.081	0	0	0	85.85	0	0	562.872	7.22	0	0
K02067|g__Veillonella.s__Veillonella_dispar	1.801	0	5.405	0	170.133	0	22.52	0	44.913	3.602	80.989	0	3.604	16.119	4.505	0	49.343	0	0	104.378	0	12.611	0	0	0	5.405	0	470.505	0	37.832	0	1.802	0	32.354	0	0	190.928	0	33.141	0
K02067|g__Veillonella.s__Veillonella_parvula	0	0	0	0	24.319	0	30.536	0	0	0	0	0	0	5.382	1.801	0	10.776	0	0	25.193	0	1.801	0	4.504	0	0	0	13.424	0	6.305	0	0	0	9.898	0	0	95.652	3.604	5.308	0
K02067|unclassified	0	0	0	0	36.109	0	0	0	10.573	0	19.957	0	0	0	0	0	27.837	0	0	0	0	0	0	0	0	0	0	0	0	23.24	0	22.597	0	61.24	0	0	45.422	0	0	0
K02068	0	0	0	0	0	0	0	0	14.601	5.403	0	0	0	0	0	0	0	0	0	14.911	0	23.621	0	0	0	13.516	0	0	0	0	0	0	0	0	0	0	0	0	45.354	0
K02068|unclassified	0	0	0	0	0	0	0	0	14.601	5.403	0	0	0	0	0	0	0	0	0	14.911	0	23.621	0	0	0	13.516	0	0	0	0	0	0	0	0	0	0	0	0	45.354	0
K02069	0	0	0	0	0	0	0	0	18.112	0	0	0	0	0	0	0	7.207	0	0	0	0	5.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.614	0
K02069|unclassified	0	0	0	0	0	0	0	0	18.112	0	0	0	0	0	0	0	7.207	0	0	0	0	5.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.614	0
K02071	12.293	0	32.103	0	1032.94	0	359.939	0	772.916	134.388	849.541	0	43.263	346.862	245.363	0	2893.266	0	0	2009.473	0	164.043	0	267.186	0	170.906	0	2664.45	0	487.962	0	112.063	0	558.334	0	0	2210.213	63.454	348.723	0
K02071|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	46.752	0	0	0	17.179	1.239	6.191	0	0	0	0	0	11.151	0	0	0	0	0	0	0	0	0	0	6.193	0	24.771	0	0	0	4.955	0	0	11.146	0	0	0
K02071|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	2.25	0	7.882	0	49.018	0	93.029	0	7.882	62.221	9.977	0	149.907	0	0	37.155	0	0	0	0	0	0	0	56.154	0	80.617	0	0	0	7.861	0	0	46.499	0	0	0
K02071|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	16.405	0	0	0	19.481	0	0	0	10.255	0	77.673	0	0	32.748	0	1.026	0	50.024	0	0	0	6.127	0	13.256	0	0	0	2.051	0	0	5.1	2.051	0	0
K02071|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	17.192	0	24.656	0	3.196	3.184	175.777	0	0	21.668	44.26	0	147.73	0	0	388.183	0	0	0	40.896	0	0	0	251.495	0	73.201	0	0	0	0	0	0	62.478	12.93	0	0
K02071|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.093	0	0	0	0	0	0	0	6.557	0	3.279	0	0	4.363	0	0	0	0	0	0	0	0	0	2.186	0	0	0	0	0	0	0	0	0	0
K02071|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.928	0	0	10.928	0	2.186	0	0	0	0	0	2.186	0	1.092	0	0	0	0	0	0	4.367	0	0	0
K02071|g__Streptococcus.s__Streptococcus_infantis	0	0	3.288	0	13.158	0	24.12	0	31.79	8.77	40.492	0	3.289	23.998	13.155	0	201.254	0	0	33.865	0	0	0	19.623	0	0	0	162.992	0	9.868	0	0	0	31.61	0	0	17.245	3.288	0	0
K02071|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	8.77	0	52.449	0	39.402	0	47.144	16.438	62.493	0	6.579	60.567	29.536	0	1487.827	0	0	176.448	0	25.108	0	3.222	0	0	0	214.217	0	31.791	0	2.192	0	236.297	0	0	148.078	16.447	24.02	0
K02071|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.664	0	0	2.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02071|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	5.447	0	22.648	0	47.645	0	51.092	18.371	97.982	0	9.803	42.126	33.76	0	202.244	0	0	160.292	0	5.445	0	64.028	0	43.502	0	285.787	0	41.255	0	16.332	0	16.144	0	0	191.804	0	31.199	0
K02071|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	7.598	2.192	0	0	0	0	0	0	18.636	0	0	2.193	0	0	0	0	0	0	0	15.348	0	0	0	0	0	0	0	0	0	0	0	0
