Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K03470	8.012	0	94.799	0	1733.669	0	287.603	0	1097.142	56.338	559.581	0	55.068	225.257	200.644	0	1430.281	0	0	839.521	0	103.195	0	91.921	0	193.612	0	1949.727	0	348.406	0	76.037	0	336.455	0	0	2542.723	65.044	169.101	0
K03470|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	22.012	0	6.408	0	4.581	1.603	1.603	0	0	0	0	0	4.808	0	0	17.623	0	4.803	0	0	0	6.405	0	22.433	0	12.818	0	0	0	0	0	0	83.285	0	0	0
K03470|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	68.956	0	7.395	0	22.216	2.469	9.877	0	0	0	0	0	9.864	0	0	0	0	0	0	0	0	0	0	9.87	0	7.407	0	0	0	0	0	0	36.666	4.938	0	0
K03470|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	11.038	0	15.443	0	6.623	0	39.252	2.203	43.434	0	4.41	69.193	0	0	103.112	0	0	11.033	0	0	0	0	0	0	0	57.352	0	46.07	0	0	0	4.24	0	0	49.79	0	0	0
K03470|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	4.386	0	0	0	0	0	0	0	0	0	0	0	39.371	0	0	0	0	26.297	0	0	0	0	0	0	0	0	0	15.346	0	0	0	1.799	0	0	0	0	0	0
K03470|g__Prevotella.s__Prevotella_histicola	4.257	0	0	0	99.323	0	4.41	0	411.673	4.41	61.626	0	0	0	6.618	0	0	0	0	85.82	0	26.415	0	0	0	99.64	0	196.328	0	4.415	0	8.825	0	0	0	0	378.609	8.83	8.426	0
K03470|g__Prevotella.s__Prevotella_melaninogenica	2.208	0	15.448	0	852.881	0	44.121	0	26.068	0	8.825	0	0	6.623	17.543	0	67.966	0	0	30.905	0	0	0	0	0	0	0	133.734	0	45.802	0	0	0	24.027	0	0	604.079	0	0	0
K03470|g__Rothia.s__Rothia_dentocariosa	1.548	0	0	0	3.098	0	38.748	0	0	0	23.07	0	0	0	4.651	0	55.74	0	0	23.253	0	4.646	0	24.567	0	0	0	3.101	0	16.864	0	0	0	4.651	0	0	0	6.199	0	0
K03470|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	7.308	0	19.028	0	1.466	0	115.125	0	0	12.994	56.284	0	74.456	0	0	174.728	0	0	0	26.139	0	2.905	0	144.482	0	33.652	0	0	0	0	0	0	58.096	2.937	0	0
K03470|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	1.577	0	11.051	0	6.317	0	0	0	0	0	0	0	1.427	0	0	3.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.215	0	0	0
K03470|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.626	0	0	0	0	0	0	3.247	8.125	0	16.255	0	0	1.626	0	0	0	0	0	0	0	14.624	0	3.252	0	0	0	0	0	0	1.626	0	0	0
K03470|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.499	0	0	3.252	0	0	0	0	0	0	0	9.751	0	0	0	0	0	0	0	0	0	0	0	0
K03470|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	17.448	0	39.589	0	17.453	0	14.278	4.685	17.45	0	15.641	26.967	4.759	0	683.956	0	0	66.486	0	9.292	0	9.521	0	0	0	99.787	0	6.347	0	0	0	127.935	0	0	48.524	20.579	4.607	0
K03470|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.181	0	0	1.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03470|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	8.014	0	8.037	0	3.236	0	24.226	8.088	66.196	0	12.932	7.848	20.968	0	126.728	0	0	17.562	0	6.454	0	19.218	0	0	0	232.317	0	14.555	0	7.96	0	11.081	0	0	82.621	0	23.953	0
K03470|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.236	0	0	0	0	0	0	0	0	0	1.618	0	0	0	0	0	0	0	0	1.616	0
K03470|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	19.502	0	0	0	3.252	0	0	7.99	0	0	32.507	0	0	21.136	0	0	0	9.391	0	0	0	0	0	1.623	0	0	0	0	0	0	6.499	0	0	0
K03470|g__Veillonella.s__Veillonella_atypica	0	0	21.496	0	214.491	0	24.575	0	291.07	29.162	57.476	0	13.825	46.918	9.217	0	61.181	0	0	199.25	0	33.612	0	0	0	44.374	0	436.275	0	35.194	0	18.319	0	31.827	0	0	512.625	6.14	65.672	0
K03470|g__Veillonella.s__Veillonella_dispar	0	0	12.341	0	214.163	0	32.4	0	82.997	1.543	101.26	0	0	34.757	16.966	0	86.401	0	0	43.196	0	7.714	0	0	0	1.543	0	351.1	0	58.52	0	18.172	0	34.909	0	0	203.588	4.63	0	0
K03470|g__Veillonella.s__Veillonella_parvula	0	0	4.63	0	35.484	0	20.057	0	24.3	0	7.709	0	0	4.212	3.086	0	32.098	0	0	41.66	0	0	0	3.084	0	3.086	0	109.268	0	10.798	0	12.146	0	7.711	0	0	91.861	0	6.161	0
K03470|unclassified	0	0	0	0	151.305	0	30.971	0	148.698	2.175	42.678	0	8.26	4.51	13.057	0	51.103	0	0	67.684	0	10.26	0	0	0	35.659	0	129.306	0	34.125	0	10.614	0	88.275	0	0	356.64	10.792	58.667	0
K03471	6.748	0	22.856	0	89.067	0	92.519	0	130.708	39.952	269.256	0	29.657	140.642	98.032	0	1334.69	0	0	1065.903	0	30.978	0	179.477	0	51.96	0	552.688	0	106.024	0	38.994	0	221.975	0	0	289.049	35.126	107.236	0
K03471|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	2.697	0	2.699	0	5.398	0	0	0	0	2.697	2.699	0	6.744	0	0	2.699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.092	2.699	5.394	0
K03471|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.361	0	0	0	0	0	0	6.646	2.721	0	32.505	0	0	0	0	0	0	0	0	0	0	1.357	0	0	0	0	0	0	0	0	0	0	0	0
K03471|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	5.396	0	0	0	0	0	32.113	0	0	25.63	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	5.396	0	0	0
K03471|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	10.792	0	33.956	0	17.725	0	39.61	12.081	39.502	0	10.925	39.029	14.97	0	805.351	0	0	71.888	0	13.561	0	2.701	0	0	0	62.482	0	7.77	0	12.168	0	202.061	0	0	14.577	14.96	4.096	0
K03471|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03471|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	12.063	0	17.339	0	38.673	0	50.618	27.87	173.235	0	13.333	51.563	23.744	0	207.887	0	0	255.017	0	9.323	0	74.156	0	38.466	0	347.224	0	46.431	0	13.338	0	19.914	0	0	193.889	8.02	13.313	0
K03471|g__Streptococcus.s__Streptococcus_salivarius	6.748	0	0	0	35.075	0	18.846	0	14.843	0	48.424	0	5.398	22.837	47.15	0	51.269	0	0	688.524	0	8.094	0	83.502	0	13.493	0	119.844	0	35.075	0	13.488	0	0	0	0	64.397	6.748	46.859	0
K03471|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	13.215	0	0	0	2.699	0	0	0	6.748	0	64.928	0	0	22.145	0	0	0	12.146	0	0	0	6.488	0	10.796	0	0	0	0	0	0	2.697	2.699	0	0
K03471|unclassified	0	0	0	0	0	0	0	0	20.24	0	0	0	0	17.87	0	0	129.812	0	0	0	0	0	0	6.973	0	0	0	13.944	0	5.952	0	0	0	0	0	0	0	0	37.573	0
K03473	0	0	6.095	0	4.991	0	0	0	0	0	0	0	0	0	25.401	0	1.016	0	0	47.486	0	0	0	0	0	0	0	0	0	15.243	0	0	0	0	0	0	2.029	0	0	0
K03473|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	6.095	0	4.991	0	0	0	0	0	0	0	0	0	25.401	0	1.016	0	0	39.505	0	0	0	0	0	0	0	0	0	15.243	0	0	0	0	0	0	2.029	0	0	0
K03473|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03474	0	0	5.908	0	0	0	0	0	0	0	0	0	0	9.39	61.569	0	14.379	0	0	26.446	0	0	0	0	0	0	0	0	0	12.688	0	0	0	17.192	0	0	3.524	0	17.951	0
K03474|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.831	0	5.291	0	0	26.446	0	0	0	0	0	0	0	0	0	5.288	0	0	0	0	0	0	3.524	0	0	0
K03474|unclassified	0	0	5.908	0	0	0	0	0	0	0	0	0	0	9.39	3.738	0	9.088	0	0	0	0	0	0	0	0	0	0	0	0	7.4	0	0	0	17.192	0	0	0	0	17.951	0
K03475	2.506	0	9.811	0	59.734	0	17.531	0	38.589	29.063	89.882	0	13.421	96.273	6.257	0	287.612	0	0	76.477	0	11.269	0	10.914	0	5.018	0	134.177	0	16.684	0	0	0	559.666	0	0	42.795	5.556	64.038	0
K03475|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.758	0	0	0	0	0	0	0	0	0	0
K03475|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	2.294	0	6.869	0	6.116	4.585	15.289	0	3.058	22.167	1.529	0	58.042	0	0	6.115	0	0	0	7.643	0	0	0	14.522	0	7.603	0	0	0	31.84	0	0	5.337	0	0	0
K03475|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2.506	0	9.811	0	56.676	0	10.661	0	29.067	24.478	74.593	0	10.364	64.848	4.728	0	221.428	0	0	35.41	0	11.269	0	3.271	0	0	0	119.654	0	6.541	0	0	0	502.393	0	0	36.693	5.556	58.639	0
K03475|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782	0	0	0	0	0	0	0	0	0	0
K03475|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0.765	0	0	0	0	0	0	0	0	0.765	0	0	3.823	0	0	2.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	0
K03475|unclassified	0	0	0	0	0	0	0	0	3.406	0	0	0	0	8.493	0	0	4.32	0	0	32.659	0	0	0	0	0	5.018	0	0	0	0	0	0	0	25.432	0	0	0	0	5.4	0
K03476	0	0	11.672	0	7.43	0	42.439	0	28.584	12.697	68.807	0	2.123	26.413	3.185	0	277.504	0	0	39.59	0	4.245	0	13.796	0	0	0	37.038	0	9.039	0	0	0	194.657	0	0	63.141	7.34	19.957	0
K03476|g__Streptococcus.s__Streptococcus_infantis	0	0	2.123	0	0	0	35.008	0	3.108	0	8.486	0	0	12.681	0	0	127.261	0	0	7.356	0	0	0	9.552	0	0	0	10.612	0	2.123	0	0	0	6.26	0	0	2.074	0	0	0
K03476|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	9.549	0	7.43	0	7.431	0	25.475	12.697	60.321	0	2.123	13.732	3.185	0	147.059	0	0	22.166	0	4.245	0	4.244	0	0	0	15.924	0	3.182	0	0	0	188.397	0	0	61.067	7.34	19.957	0
K03476|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03476|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.068	0	0	0	0	0	0	0	10.502	0	3.733	0	0	0	0	0	0	0	0	0	0
K03481	0	0	0	0	21.417	0	73.155	0	25.854	1.468	170.912	0	5.979	8.8	107.478	0	148.22	0	0	450.296	0	11.847	0	69.995	0	43.417	0	194.56	0	61.874	0	0	0	7.474	0	0	78.17	2.99	0	0
K03481|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	14.52	0	0	0	29.047	0	0	1.333	19.775	0	70.614	0	0	43.896	0	0	0	35.98	0	0	0	18.658	0	4	0	0	0	0	0	0	0	0	0	0
K03481|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	4.484	0	52.121	0	7.474	1.468	141.866	0	5.979	7.467	75.983	0	77.606	0	0	316.191	0	0	0	34.015	0	4.396	0	175.902	0	57.874	0	0	0	7.474	0	0	78.17	2.99	0	0
K03481|unclassified	0	0	0	0	16.932	0	6.514	0	18.38	0	0	0	0	0	11.72	0	0	0	0	90.209	0	11.847	0	0	0	39.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03483	0	0	5.534	0	2.768	0	23.802	0	0	0.554	14.932	0	2.769	0	0	0	16.61	0	0	1.661	0	2.215	0	0	0	0	0	4.429	0	7.726	0	0	0	0.553	0	0	0	0	19.172	0
K03483|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	5.534	0	2.768	0	16.05	0	0	0.554	9.958	0	0	0	0	0	4.429	0	0	1.107	0	2.215	0	0	0	0	0	4.429	0	0.554	0	0	0	0.553	0	0	0	0	0	0
K03483|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	7.752	0	0	0	4.974	0	2.769	0	0	0	12.181	0	0	0.554	0	0	0	0	0	0	0	0	0	7.172	0	0	0	0	0	0	0	0	0	0
K03483|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.172	0
K03484	12.651	0	13.561	0	121.084	0	190.166	0	136.315	67.224	440.875	0	19.969	160.86	194.34	0	2256.239	0	0	1346.702	0	61.424	0	181.915	0	122.906	0	869.099	0	208.137	0	69.207	0	207.906	0	0	541.472	55.421	256.697	0
K03484|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	27.306	0	0	0	21.76	0	0	4.581	6.87	0	83.163	0	0	36.54	0	9.162	0	44.619	0	0	0	1.144	0	17.056	0	0	0	0	0	0	2.29	0	0	0
K03484|g__Rothia.s__Rothia_mucilaginosa	4.975	0	0	0	0.995	0	19.073	0	2.121	0	153.854	0	0	19.726	51.444	0	114.116	0	0	208.449	0	0	0	25.212	0	0	0	137.762	0	74.57	0	0	0	2.122	0	0	75.068	16.381	0.995	0
K03484|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.224	3.675	0	9.801	0	0	4.9	0	0	0	0	0	0	0	7.351	0	1.225	0	0	0	0	0	0	2.449	0	0	0
K03484|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.225	0	5.981	0	0	10.976	0	0	0	0	0	0	0	0	0	2.451	0	0	0	0	0	0	0	0	0	0
K03484|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	24.274	0	29.264	0	20.76	4.805	47.65	0	0	31.498	6.126	0	287.344	0	0	45.334	0	9.799	0	0	0	0	0	177.185	0	7.35	0	0	0	18.144	0	0	45.837	2.451	0	0
K03484|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	9.802	0	41.607	0	35.491	0	45.26	21.885	35.532	0	1.224	54.599	23.026	0	1049.806	0	0	133.042	0	11.026	0	1.08	0	0	0	72.909	0	17.158	0	0	0	163.177	0	0	189.548	13.434	16.874	0
K03484|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.37	0	0	1.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03484|g__Streptococcus.s__Streptococcus_parasanguinis	7.676	0	3.758	0	18.73	0	22.697	0	41.513	35.082	135.672	0	17.52	18.942	22.318	0	296.264	0	0	139.788	0	1.217	0	33.402	0	44.545	0	307.815	0	40.307	0	13.761	0	21.245	0	0	163.233	2.451	23.978	0
K03484|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	4.897	0	0	0	0	0	0	0	25.728	0	0	8.575	0	0	0	0	0	0	0	37.879	0	0	0	0	0	0	0	0	0	0	0	0
K03484|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	31.857	0	19.346	0	0	0	39.102	0	1.225	27.978	59.66	0	77.047	0	0	633.258	0	0	0	67.22	0	29.186	0	92.953	0	18.379	0	24.496	0	0	0	0	41.609	17.157	60.661	0
K03484|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	32.8	0	0	0	7.305	0	0	1.225	9.802	0	112.753	0	0	24.693	0	0	0	7.184	0	0	0	1.225	0	13.48	0	0	0	0	0	0	6.123	0	0	0
K03484|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	3.622	0	0	0	0	0	0	0	0	1.087	4.768	0	56.298	0	0	13.476	0	0	0	0	0	0	0	20.833	0	0	0	0	0	0	0	0	9.558	3.547	0	0
K03484|unclassified	0	0	0	0	0	0	4.189	0	21.763	5.453	0	0	0	0	5.424	0	119.57	0	0	86.444	0	30.219	0	3.198	0	49.176	0	12.042	0	16.159	0	30.949	0	3.219	0	0	5.757	0	154.188	0
K03486	0	0	10.692	0	151.527	0	55.057	0	182.959	15.569	96.197	0	23.821	116.068	93.64	0	282.022	0	0	323.078	0	38.353	0	1.773	0	45.604	0	309.128	0	82.994	0	26.239	0	41.659	0	0	510.774	8.868	65.636	0
K03486|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	15.783	0	3.509	0	15.783	1.751	0	0	0	0	1.754	0	0	0	0	5.26	0	3.509	0	0	0	35.079	0	13.728	0	0	0	0	0	0	0	0	61.878	0	1.458	0
K03486|g__Atopobium.s__Atopobium_rimae	0	0	0	0	3.509	0	0	0	14.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.509	0	0	0
K03486|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	3.543	0	10.638	0	67.048	6.713	43.055	0	13.132	67.668	2.137	0	77.635	0	0	15.784	0	3.91	0	0	0	0	0	42.86	0	61.108	0	0	0	28.726	0	0	53.868	0	0	0
K03486|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	1.783	0	0	0	7.124	0	0	0	1.783	0	1.779	0	0	5.348	0	1.783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03486|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	10.692	0	0	0	3.556	0	1.773	3.54	0	0	0	0	3.556	0	67.533	0	0	21.302	0	7.092	0	0	0	0	0	1.783	0	0	0	0	0	0	0	0	70.953	7.089	0	0
K03486|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	10.689	0	5.36	0	10.446	3.565	29.975	0	7.124	8.909	0	0	30.303	0	0	14.254	0	1.783	0	0	0	1.613	0	118.569	0	5.199	0	1.605	0	1.715	0	0	86.36	0	0	0
K03486|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	34.879	0	16.043	0	8.913	0	16.043	0	3.565	15.616	68.922	0	49.889	0	0	168.751	0	0	0	0	0	8.913	0	71.279	0	8.913	0	24.634	0	0	0	0	38.727	1.779	26.595	0
K03486|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	14.169	0	0	0	0	0	0	1.49	15.489	0	49.37	0	0	11.65	0	0	0	1.773	0	0	0	1.684	0	1.684	0	0	0	0	0	0	0	0	0	0
K03486|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	5.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03486|unclassified	0	0	0	0	77.808	0	0	0	64.967	0	0	0	0	22.385	0	0	5.513	0	0	75.411	0	20.277	0	0	0	0	0	59.226	0	6.091	0	0	0	11.217	0	0	195.48	0	37.583	0
K03488	2.776	0	0	0	47.048	0	68.133	0	5.638	2.882	275.079	0	19.78	72.548	156.468	0	344.528	0	0	770.734	0	12.887	0	137.953	0	1.443	0	324.96	0	110.487	0	5.678	0	13.559	0	0	157.617	8.44	31.758	0
K03488|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	14.099	0	0	0	42.531	0	0	0	9.939	0	104.698	0	0	43.776	0	4.255	0	40.732	0	0	0	9.923	0	21.271	0	0	0	8.232	0	0	1.418	0	0	0
K03488|g__Rothia.s__Rothia_mucilaginosa	2.776	0	0	0	11.103	0	27.768	0	4.163	0	200.739	0	11.111	54.018	106.531	0	110.998	0	0	363.037	0	0	0	51.065	0	0	0	210.342	0	73.341	0	0	0	5.327	0	0	49.42	5.554	1.389	0
K03488|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	0	0	1.493	0	1.475	0	0	0	0	1.475	0	0	0	0	0	2.952	0	8.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.483	0	0	0
K03488|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	7.454	0	0	0	0	0	0	0	2.99	0	5.979	0	0	19.428	0	0	0	0	0	0	0	22.415	0	0	0	0	0	0	0	0	1.495	0	0	0
K03488|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	2.896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03488|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	35.945	0	10.095	0	0	2.882	31.809	0	8.668	14.171	27.245	0	37.339	0	0	279.071	0	0	0	46.155	0	1.443	0	79.399	0	15.875	0	5.678	0	0	0	0	58.358	1.443	15.863	0
K03488|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	4.329	0	0	0	0	0	0	2.884	0	0	75.738	0	0	14.164	0	0	0	0	0	0	0	2.882	0	0	0	0	0	0	0	0	1.443	1.443	0	0
K03488|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.764	0	9.775	0	0	48.306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.507	0
K03489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.897	0
K03489|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.897	0
K03491	0	0	0	0	0	0	122.701	0	0	0	208.538	0	14.874	65.337	3.577	0	408.051	0	0	842.113	0	0	0	76.277	0	0	0	8.033	0	47.025	0	15.616	0	0	0	0	16.444	1.192	9.933	0
K03491|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.262	0	1.149	0	0	0	0	0	0	2.175	0	0	0
K03491|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	122.701	0	0	0	208.538	0	14.874	65.337	3.577	0	408.051	0	0	842.113	0	0	0	76.277	0	0	0	4.77	0	45.875	0	0	0	0	0	0	14.268	1.192	0	0
K03491|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.616	0	0	0	0	0	0	9.933	0
K03492	0	0	0	0	0	0	7.018	0	0	0	0	0	0	3.509	4.589	0	3.36	0	0	3.454	0	9.179	0	7.412	0	17.932	0	0	0	0	0	0	0	1.701	0	0	66.778	0	73.167	0
K03492|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	0	0	7.018	0	0	0	0	0	0	3.509	0	0	0	0	0	0	0	0	0	0	0	10.52	0	0	0	0	0	0	0	0	0	0	20.487	0	0	0
K03492|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.454	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701	0	0	0	0	0	0
K03492|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.589	0	3.36	0	0	0	0	9.179	0	7.412	0	7.412	0	0	0	0	0	0	0	0	0	0	46.29	0	73.167	0
K03493	0	0	0	0	0	0	1.322	0	0	0	0	0	1.322	0	0	0	48.822	0	0	55.491	0	0	0	0	0	0	0	2.645	0	2.646	0	0	0	0	0	0	0	0	0	0
K03493|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	1.322	0	0	0	0	0	1.322	0	0	0	48.822	0	0	55.491	0	0	0	0	0	0	0	2.645	0	2.646	0	0	0	0	0	0	0	0	0	0
K03495	24.688	0	76.638	0	1827.192	0	291.304	0	1287.408	125.157	503.962	0	65.961	254.088	177.354	0	1789.456	0	0	1073.703	0	188.975	0	54.823	0	204.166	0	2483.132	0	302.924	0	155.962	0	671.123	0	0	3678.021	71.911	328.597	0
K03495|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	50.12	0	3.502	0	13.383	2.918	10.506	0	0	8.117	0	0	6.421	0	0	3.502	0	0	0	0	0	2.917	0	16.344	0	8.172	0	0	0	1.741	0	0	26.83	0	0	0
K03495|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0.579	0	2.315	0	0	0	0	0	0	0	0	0	36.37	0	3.471	0	0	52.046	0	0	0	0	0	0	0	0	0	13.85	0	0	0	3.444	0	0	2.862	2.893	0	0
K03495|g__Prevotella.s__Prevotella_histicola	1.161	0	8.704	0	70.77	0	3.461	0	449.934	31.276	94.642	0	7.53	10.412	7.549	0	0	0	0	133.439	0	45.28	0	0	0	109.593	0	205.382	0	9.291	0	20.247	0	7.538	0	0	685.646	8.71	8.707	0
K03495|g__Prevotella.s__Prevotella_melaninogenica	9.714	0	12.709	0	920.767	0	76.444	0	183.234	9.078	43.103	0	21.221	54.519	33.922	0	94.032	0	0	86.723	0	6.072	0	0	0	0	0	550.646	0	66.06	0	10.248	0	110.735	0	0	1255.949	18.783	0	0
